iter	Logloss
183	0.6679810617
184	0.6678488863
185	0.6677883276
186	0.6677723624
187	0.6676991714
188	0.6676297296
189	0.6675745587
190	0.6674030444
191	0.6672752612
192	0.6672135606
193	0.6670178579
194	0.6668834049
195	0.6667273729
196	0.6666466381
197	0.6666314232
198	0.666505293
199	0.6663701489
200	0.6662886008
201	0.6661796624
202	0.6660842017
203	0.6659559366
204	0.6657523911
205	0.6656798278
206	0.6656007447
207	0.6654644224
208	0.6653091304
209	0.6650769029
210	0.6649203659
211	0.6648413993
212	0.6646860556
213	0.6645498957
214	0.6644546696
215	0.6643595868
216	0.6642226968
217	0.6640572934
218	0.6639472029
219	0.6638810841
220	0.6637140502
221	0.6635994336
222	0.6634825296
223	0.6633576109
224	0.6633315173
225	0.6631958744
226	0.6631309196
227	0.663024582
228	0.6629424598
229	0.6628602414
230	0.6627783064
231	0.6626004009
232	0.6625017293
233	0.6624253036
234	0.6623608702
235	0.6622111944
236	0.6621381989
237	0.6620043192
238	0.6618520635
239	0.6616876181
240	0.66157984
241	0.6615106749
242	0.6614191022
243	0.661375837
244	0.6612837318
245	0.6611240118
246	0.6610505948
247	0.6609028432
248	0.660824947
249	0.6607246138
250	0.660657447
251	0.6605990441
252	0.6605382525
253	0.6604920122
254	0.660371434
255	0.6602756268
256	0.6601390475
257	0.6600283511
258	0.6598344742
259	0.6598062237
260	0.6596316825
261	0.659605109
262	0.6595488751
263	0.659428469
264	0.659321484
265	0.6591600313
266	0.659022716
267	0.6588762778
268	0.6587971716
269	0.6586715773
270	0.6586247711
271	0.6584637056
272	0.658345504
273	0.6582261936
274	0.6581155143
275	0.6579861681
276	0.657867568
277	0.6578038753
278	0.6577460325
279	0.6576693707
280	0.6574575739
281	0.6573449521
282	0.6572516053
283	0.6570968995
284	0.6570319572
285	0.6569528925
286	0.6569223597
287	0.6568166771
288	0.6566952826
289	0.6565444077
290	0.6563800225
291	0.6562770503
292	0.6561742347
293	0.6560492762
294	0.6559672321
295	0.6558382805
296	0.6557300276
297	0.655554849
298	0.6554339325
299	0.6552956704
300	0.6551867642
301	0.6550640034
302	0.6549659542
303	0.6548482738
304	0.6546952824
305	0.6546346557
306	0.654558992
307	0.6544730478
308	0.654470453
309	0.6543648225
310	0.654238398
311	0.6541184512
312	0.6541035673
313	0.6540415437
314	0.6539794777
315	0.6538142115
316	0.6537022806
317	0.6536591998
318	0.6535526075
319	0.6533588503
320	0.653231228
321	0.653164253
322	0.6530666613
323	0.6529941298
324	0.6529163097
325	0.6527432706
326	0.6526166234
327	0.6525817445
328	0.6524383268
329	0.6523381523
330	0.6521955574
331	0.652100191
332	0.6520111921
333	0.6519349112
334	0.6517684814
335	0.6516908087
336	0.6516154884
337	0.6515171772
338	0.6514312932
339	0.6512999567
340	0.6512310084
341	0.6511196251
342	0.6510019912
343	0.6509229496
344	0.6508561219
345	0.6507832116
346	0.6506858426
347	0.650545924
348	0.6504707702
349	0.6503424685
350	0.650246947
351	0.6501390456
352	0.6500207728
353	0.6499279636
354	0.6498050009
355	0.6496970016
356	0.6495684711
357	0.6495004377
358	0.6494019195
359	0.6493230478
360	0.6491774043
361	0.649064969
362	0.64894603
363	0.6488389945
364	0.6487172513
365	0.6486298639
366	0.6484930676
367	0.6484642327
368	0.6482929787
369	0.6481977048
370	0.648089158
371	0.6479821619
372	0.6479304304
373	0.6478548785
374	0.6477545783
375	0.6476537758
376	0.6475091946
377	0.6474274553
378	0.6473531806
379	0.647301632
380	0.6472051698
381	0.6470783995
382	0.6469059232
383	0.6467213856
384	0.6466130476
385	0.6464809233
386	0.6463973742
387	0.6463373853
388	0.6462287212
389	0.6461234163
390	0.6459454533
391	0.6458308321
392	0.64572641
393	0.6456550169
394	0.6455454895
395	0.6454466735
396	0.6453242429
397	0.645261361
398	0.6452298778
399	0.6450866235
400	0.6449833436
401	0.6448625624
402	0.6447824032
403	0.6446788779
404	0.6445900745
405	0.644511389
406	0.6444032354
407	0.6442562417
408	0.6441480377
409	0.6439763766
410	0.6438646642
411	0.6437762752
412	0.6436604348
413	0.6435778434
414	0.6434837077
415	0.6432967771
416	0.6431306339
417	0.6430051697
418	0.642940751
419	0.6427839094
420	0.6426474549
421	0.642605061
422	0.6424788865
423	0.6423410198
424	0.6422914913
425	0.6422027835
426	0.642053491
427	0.6419556931
428	0.6419016868
429	0.6418027411
430	0.6417049461
431	0.6416166769
432	0.6414869199
433	0.6413457158
434	0.6412221729
435	0.6410777003
436	0.6409265026
437	0.6407995168
438	0.6407186933
439	0.6405978355
440	0.640527857
441	0.6404228514
442	0.640319173
443	0.6402257749
444	0.6401220542
445	0.6400087584
446	0.6398622252
447	0.6397390547
448	0.6396710913
449	0.6395475479
450	0.6394662784
451	0.6393675561
452	0.6392834469
453	0.6391244197
454	0.6390062297
455	0.6388574944
456	0.6387528019
457	0.6386125196
458	0.6384847485
459	0.6383730756
460	0.6382705242
461	0.6381003329
462	0.6379874452
463	0.6378535687
464	0.6377293509
465	0.6376366693
466	0.6375120438
467	0.6374152997
468	0.6373502111
469	0.6372588106
470	0.6371241698
471	0.6369672004
472	0.6369161915
473	0.6367801594
474	0.6366996558
475	0.6366080459
476	0.6364750649
477	0.6363841363
478	0.6362401793
479	0.636165536
480	0.6360581448
481	0.6358837812
482	0.635745709
483	0.6356550454
484	0.6355324491
485	0.6354612099
486	0.6353819642
487	0.6352400101
488	0.635129039
489	0.634960458
490	0.6348229279
491	0.6347512879
492	0.6346808722
493	0.6345812908
494	0.6344604481
495	0.6343981794
496	0.634326814
497	0.6342464746
498	0.6341230942
499	0.633997375
500	0.6338969796
501	0.6338527637
502	0.633742272
503	0.6336057305
504	0.6335688985
505	0.6334895023
506	0.6334401308
507	0.6333758009
508	0.6332752854
509	0.6331810925
510	0.6330602412
511	0.6329219162
512	0.6328604063
513	0.632766107
514	0.6326137963
515	0.6325513992
516	0.6324455448
517	0.6324000574
518	0.6322954872
519	0.6321939427
520	0.6320934188
521	0.6320030546
522	0.6318785302
523	0.6317879765
524	0.6316864971
525	0.631616228
526	0.6315377463
527	0.6313999822
528	0.6313210491
529	0.6312212677
530	0.6311344564
531	0.6310363592
532	0.6309744882
533	0.6309133869
534	0.6307271662
535	0.6305875971
536	0.6304680612
537	0.630403427
538	0.6302737779
539	0.6301457774
540	0.6299965835
541	0.6299163172
542	0.629802373
543	0.6297274694
544	0.629585341
545	0.6295172399
546	0.6293407559
547	0.6292565022
548	0.629128117
549	0.628979445
550	0.6289018444
551	0.6288044952
552	0.6287269619
553	0.6285953645
554	0.6285096453
555	0.6283824859
556	0.6282708587
557	0.6281537373
558	0.6279997859
559	0.627933191
560	0.6277687886
561	0.6276844569
562	0.6275437277
563	0.6274753886
564	0.6273797663
565	0.6272937735
566	0.6271456552
567	0.6270507931
568	0.6270009049
569	0.6269153191
570	0.6268452682
571	0.6267627588
572	0.6266533969
573	0.6265624688
574	0.6264789563
575	0.6263751278
576	0.626268698
577	0.6262170489
578	0.6261102651
579	0.6260309159
580	0.625877945
581	0.6257662815
582	0.6256670595
583	0.6256030984
584	0.6255125821
585	0.6253183767
586	0.6252027287
587	0.6251165727
588	0.6250474497
589	0.6249692078
590	0.6249058878
591	0.6248222878
592	0.6247530813
593	0.6246736491
594	0.624556731
595	0.6244443704
596	0.6243328636
597	0.6242573559
598	0.624154244
599	0.6241096811
600	0.6240159608
601	0.623930594
602	0.6237722574
603	0.623701137
604	0.6236526691
605	0.6235248091
606	0.6234485587
607	0.6233265515
608	0.6232170589
609	0.6230703442
610	0.62296869
611	0.6229114406
612	0.6227973199
613	0.6226906276
614	0.6226375156
615	0.622524408
616	0.6224692199
617	0.6224090387
618	0.6223074463
619	0.6222172002
620	0.6220828001
621	0.6219694532
622	0.6218977086
623	0.6218194804
624	0.6217140462
625	0.6216568944
626	0.621627737
627	0.6215150022
628	0.6214236978
629	0.621313793
630	0.6212186729
631	0.6211403264
632	0.6210956847
633	0.62099581
634	0.6208547253
635	0.6208181161
636	0.6206873942
637	0.6205695648
638	0.6204680251
639	0.6203257367
640	0.6202593652
641	0.6201406792
642	0.619975037
643	0.6198591937
644	0.6197262957
645	0.619574259
646	0.6194999489
647	0.6194075351
648	0.6192902037
649	0.6192242988
650	0.619122468
651	0.6190417594
652	0.6188902954
653	0.6188455672
654	0.6186637133
655	0.6185904428
656	0.6185260044
657	0.6184747904
658	0.6183956765
659	0.6183544565
660	0.6182221367
661	0.6181232854
662	0.6180447858
663	0.6179296135
664	0.6178171063
665	0.6177245863
666	0.6176325218
667	0.6175576715
668	0.6174531011
669	0.6173298998
670	0.6172529581
671	0.6171074366
672	0.6170570452
673	0.6169566541
674	0.6168609037
675	0.6167585411
676	0.6166824819
677	0.6165493469
678	0.6164985001
679	0.61638347
680	0.6163209274
681	0.6162355418
682	0.6161248497
683	0.6160113676
684	0.6159332119
685	0.6158288673
686	0.6157526201
687	0.6156709079
688	0.6155617184
689	0.6154841402
690	0.6154308387
691	0.6153545609
692	0.6152806095
693	0.6151607557
694	0.6150207531
695	0.6149469625
696	0.614822931
697	0.614725144
698	0.6146324691
699	0.6145738216
700	0.614493031
701	0.6144337232
702	0.6143423569
703	0.6142665323
704	0.6141583516
705	0.6140899802
706	0.6139908472
707	0.613909625
708	0.6138178937
709	0.6137651331
710	0.6137263241
711	0.6135880417
712	0.6134711948
713	0.6134130224
714	0.613315967
715	0.6132226085
716	0.6131784937
717	0.6130517978
718	0.6129873924
719	0.6129299281
720	0.6128555043
721	0.61274099
722	0.6126696552
723	0.6125918733
724	0.6125389268
725	0.6124247025
726	0.6123341786
727	0.6123032885
728	0.6122374546
729	0.6121252395
730	0.6120553611
731	0.6119785756
732	0.6119366665
733	0.6118916771
734	0.61176737
735	0.6116449172
736	0.6115336457
737	0.6114184107
738	0.6112679123
739	0.6111615714
740	0.6110678933
741	0.6110286973
742	0.6109358574
743	0.6108444263
744	0.6107640284
745	0.6107345892
746	0.6106609083
747	0.6105446466
748	0.6104747816
749	0.6103796249
750	0.6103447838
751	0.610278924
752	0.6101359408
753	0.6100725268
754	0.6099891438
755	0.60990172
756	0.6098296761
757	0.6097385876
758	0.6096795182
759	0.6096008392
760	0.6095258972
761	0.6094957019
762	0.6094064362
763	0.609307632
764	0.6092567268
765	0.6091401363
766	0.6090692518
767	0.60884451
768	0.6087832317
769	0.6086420726
770	0.608596163
771	0.6085274612
772	0.6083837998
773	0.6082788357
774	0.6082023505
775	0.6081552833
776	0.6080447992
777	0.6079364551
778	0.6078989134
779	0.6077575862
780	0.6076366732
781	0.607578015
782	0.6074837405
783	0.6073743483
784	0.6072860901
785	0.607231493
786	0.6070912955
787	0.6069922093
788	0.60692149
789	0.6068229751
790	0.6067490851
791	0.6066883055
792	0.6066260852
793	0.6065938937
794	0.6065096255
795	0.606392678
796	0.6062758284
797	0.6061595884
798	0.6061269843
799	0.6060855262
800	0.6060074594
801	0.6059721918
802	0.6058881552
803	0.6057876696
804	0.6057296487
805	0.6056114881
806	0.6055078409
807	0.6054492166
808	0.6054088482
809	0.6053254472
810	0.6052534026
811	0.6052047455
812	0.6051190326
813	0.6050797118
814	0.604966739
815	0.6049018844
816	0.6048142361
817	0.6047737736
818	0.6047149744
819	0.6046588643
820	0.6045339034
821	0.6044182031
822	0.6043253817
823	0.6042161122
824	0.6041234502
825	0.6040435359
826	0.6039125256
827	0.6038590242
828	0.6038053427
829	0.6036689652
830	0.6035790012
831	0.6034282289
832	0.6033690864
833	0.6033202951
834	0.6032217769
835	0.6031333252
836	0.6030132353
837	0.6029316538
838	0.6028490062
839	0.6027940317
840	0.6027198708
841	0.6026770403
842	0.6025450573
843	0.6024577708
844	0.6023566864
845	0.6022785775
846	0.6021824572
847	0.6021327549
848	0.602070973
849	0.6020242148
850	0.6019765462
851	0.6018561306
852	0.6017411951
853	0.6016599179
854	0.6015566778
855	0.6014594479
856	0.6013734443
857	0.6013069549
858	0.6012502692
859	0.6011313736
860	0.6010232549
861	0.6008573415
862	0.6007797118
863	0.6007529981
864	0.600714278
865	0.6006027737
866	0.6005371073
867	0.6004764808
868	0.6004166234
869	0.6003754899
870	0.6002524725
871	0.6001872599
872	0.6000959689
873	0.6000033821
874	0.5999489606
875	0.5998690919
876	0.5997918469
877	0.5997228863
878	0.5995717361
879	0.5994653863
880	0.5994292754
881	0.5993756755
882	0.59922837
883	0.5991317258
884	0.598970855
885	0.5988704979
886	0.5988002581
887	0.5987664294
888	0.5987157651
889	0.5986548685
890	0.5985949529
891	0.5984933905
892	0.5984609071
893	0.5983869833
894	0.5983171534
895	0.5982195724
896	0.5981100874
897	0.598030738
898	0.5979700697
899	0.5978362158
900	0.5977986649
901	0.5977594532
902	0.5976524565
903	0.5975942439
904	0.5974853397
905	0.5974280773
906	0.5973803509
907	0.5973025233
908	0.5972389806
909	0.5971457016
910	0.5970869907
911	0.5969971094
912	0.5969756511
913	0.5968850551
914	0.5968238264
915	0.5967455859
916	0.5966697679
917	0.5965454723
918	0.596508203
919	0.5964448601
920	0.5963395852
921	0.5962700003
922	0.5962140564
923	0.5961426255
924	0.5960766711
925	0.5960335315
926	0.5960110425
927	0.595920208
928	0.5958518059
929	0.5957320225
930	0.5956691185
931	0.5955517854
932	0.5955218562
933	0.5954704323
934	0.595411137
935	0.5953177283
936	0.5952364799
937	0.5951931523
938	0.5951335457
939	0.5950697185
940	0.5950464913
941	0.5949727893
942	0.5949170529
943	0.594826801
944	0.5947452948
945	0.5946777089
946	0.5946089736
947	0.5944688559
948	0.5943947965
949	0.5942982514
950	0.5941919487
951	0.5940824788
952	0.5940109893
953	0.5939204425
954	0.5938676168
955	0.593815042
956	0.5937012957
957	0.5936199095
958	0.5935704037
959	0.5935128467
960	0.5934371419
961	0.5933877533
962	0.5933173606
963	0.5932522414
964	0.5931675093
965	0.5931133171
966	0.5930334347
967	0.592970715
968	0.5928486614
969	0.5927705558
970	0.5926719859
971	0.5926323926
972	0.5924840145
973	0.5924169565
974	0.5923369209
975	0.5922441914
976	0.5921710712
977	0.5921300854
978	0.5920517234
979	0.5919771101
980	0.591812605
981	0.5917541606
982	0.59169587
983	0.5916147394
984	0.5915380754
985	0.5915051099
986	0.5914485041
987	0.5913537007
988	0.5913020622
989	0.5912314092
990	0.5911124568
991	0.5910419861
992	0.5909972749
993	0.5908831597
994	0.5908323346
995	0.5907734329
996	0.5906840764
997	0.5906428252
998	0.590526993
999	0.5904890572

